book	chapter	verse	syriac_text	transliteration
Matthew	11	2	ܝܘܚܢܢ ܕܝܢ ܟܕ ܫܡܥ ܒܝܬ ܐܣܝܪܐ ܥܒܕܘܗܝ ܕܡܫܝܚܐ ܫܕܪ ܒܝܕ ܬܠܡܝܕܘܗܝ	JWXNN DJN KD CM< BJT >SJR> <BDWHJ DMCJX> CDR BJD TLMJDWHJ
Matthew	11	3	ܘܐܡܪ ܠܗ ܐܢܬ ܗܘ ܗܘ ܕܐܬܐ ܐܘ ܠܐܚܪܝܢ ܗܘ ܡܣܟܝܢ ܐܢܚܢܢ	W>MR LH >NT HW HW D>T> >W L>XRJN HW MSKJN >NXNN
Matthew	11	4	ܥܢܐ ܝܫܘܥ ܘܐܡܪ ܠܗܘܢ ܙܠܘ ܐܫܬܥܘ ܠܝܘܚܢܢ ܐܝܠܝܢ ܕܫܡܥܝܢ ܐܢܬܘܢ ܘܚܙܝܢ	<N> JCW< W>MR LHWN ZLW >CT<W LJWXNN >JLJN DCM<JN >NTWN WXZJN
Matthew	11	5	ܣܡܝܐ ܚܙܝܢ ܘܚܓܝܪܐ ܡܗܠܟܝܢ ܘܓܪܒܐ ܡܬܕܟܝܢ ܘܚܪܫܐ ܫܡܥܝܢ ܘܡܝܬܐ ܩܝܡܝܢ ܘܡܣܟܢܐ ܡܣܬܒܪܝܢ	SMJ> XZJN WXGJR> MHLKJN WGRB> MTDKJN WXRC> CM<JN WMJT> QJMJN WMSKN> MSTBRJN
Matthew	11	6	ܘܛܘܒܘܗܝ ܠܐܝܢܐ ܕܠܐ ܢܬܟܫܠ ܒܝ	WVWBWHJ L>JN> DL> NTKCL BJ
Matthew	11	7	ܟܕ ܕܝܢ ܐܙܠܘ ܫܪܝ ܝܫܘܥ ܠܡܐܡܪ ܠܟܢܫܐ ܥܠ ܝܘܚܢܢ ܡܢܐ ܢܦܩܬܘܢ ܠܚܘܪܒܐ ܠܡܚܙܐ ܩܢܝܐ ܕܡܢ ܪܘܚܐ ܡܬܬܙܝܥ	KD DJN >ZLW CRJ JCW< LM>MR LKNC> <L JWXNN MN> NPQTWN LXWRB> LMXZ> QNJ> DMN RWX> MTTZJ<
Matthew	11	8	ܘܐܠܐ ܡܢܐ ܢܦܩܬܘܢ ܠܡܚܙܐ ܓܒܪܐ ܕܢܚܬܐ ܪܟܝܟܐ ܠܒܝܫ ܗܐ ܐܝܠܝܢ ܕܪܟܝܟܐ ܠܒܝܫܝܢ ܒܝܬ ܡܠܟܐ ܐܢܘܢ	W>L> MN> NPQTWN LMXZ> GBR> DNXT> RKJK> LBJC H> >JLJN DRKJK> LBJCJN BJT MLK> >NWN
Matthew	11	9	ܘܐܠܐ ܡܢܐ ܢܦܩܬܘܢ ܠܡܚܙܐ ܢܒܝܐ ܐܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܘܝܬܝܪ ܡܢ ܢܒܝܐ	W>L> MN> NPQTWN LMXZ> NBJ> >JN >MR >N> LKWN WJTJR MN NBJ>
Matthew	11	10	ܗܢܘ ܓܝܪ ܕܥܠܘܗܝ ܟܬܝܒ ܕܗܐ ܐܢܐ ܡܫܕܪ ܐܢܐ ܡܠܐܟܝ ܩܕܡ ܦܪܨܘܦܟ ܕܢܬܩܢ ܐܘܪܚܐ ܩܕܡܝܟ	HNW GJR D<LWHJ KTJB DH> >N> MCDR >N> ML>KJ QDM PRYWPK DNTQN >WRX> QDMJK
Matthew	11	11	ܐܡܝܢ ܐܡܪܢܐ ܠܟܘܢ ܕܠܐ ܩܡ ܒܝܠܝܕܝ ܢܫܐ ܕܪܒ ܡܢ ܝܘܚܢܢ ܡܥܡܕܢܐ ܙܥܘܪܐ ܕܝܢ ܒܡܠܟܘܬ ܫܡܝܐ ܪܒ ܗܘ ܡܢܗ	>MJN >MRN> LKWN DL> QM BJLJDJ NC> DRB MN JWXNN M<MDN> Z<WR> DJN BMLKWT CMJ> RB HW MNH
Matthew	11	12	ܡܢ ܝܘܡܝ ܝܘܚܢܢ ܕܝܢ ܡܥܡܕܢܐ ܘܥܕܡܐ ܠܗܫܐ ܡܠܟܘܬܐ ܕܫܡܝܐ ܒܩܛܝܪܐ ܡܬܕܒܪܐ ܘܩܛܝܪܢܐ ܡܚܛܦܝܢ ܠܗ	MN JWMJ JWXNN DJN M<MDN> W<DM> LHC> MLKWT> DCMJ> BQVJR> MTDBR> WQVJRN> MXVPJN LH
Matthew	11	13	ܟܠܗܘܢ ܓܝܪ ܢܒܝܐ ܘܐܘܪܝܬܐ ܥܕܡܐ ܠܝܘܚܢܢ ܐܬܢܒܝܘ	KLHWN GJR NBJ> W>WRJT> <DM> LJWXNN >TNBJW
Matthew	11	14	ܘܐܢ ܨܒܝܢ ܐܢܬܘܢ ܩܒܠܘ ܕܗܘܝܘ ܐܠܝܐ ܕܥܬܝܕ ܠܡܐܬܐ	W>N YBJN >NTWN QBLW DHWJW >LJ> D<TJD LM>T>
Matthew	11	15	ܡܢ ܕܐܝܬ ܠܗ ܐܕܢܐ ܕܢܫܡܥ ܢܫܡܥ	MN D>JT LH >DN> DNCM< NCM<
Matthew	11	16	ܠܡܢ ܕܝܢ ܐܕܡܝܗ ܠܫܪܒܬܐ ܗܕܐ ܕܡܝܐ ܠܛܠܝܐ ܕܝܬܒܝܢ ܒܫܘܩܐ ܘܩܥܝܢ ܠܚܒܪܝܗܘܢ	LMN DJN >DMJH LCRBT> HD> DMJ> LVLJ> DJTBJN BCWQ> WQ<JN LXBRJHWN
Matthew	11	17	ܘܐܡܪܝܢ ܙܡܪܢ ܠܟܘܢ ܘܠܐ ܪܩܕܬܘܢ ܘܐܠܝܢ ܠܟܘܢ ܘܠܐ ܐܪܩܕܬܘܢ	W>MRJN ZMRN LKWN WL> RQDTWN W>LJN LKWN WL> >RQDTWN
Matthew	11	18	ܐܬܐ ܓܝܪ ܝܘܚܢܢ ܕܠܐ ܐܟܠ ܘܠܐ ܫܬܐ ܘܐܡܪܝܢ ܕܝܘܐ ܐܝܬ ܒܗ	>T> GJR JWXNN DL> >KL WL> CT> W>MRJN DJW> >JT BH
Matthew	11	19	ܐܬܐ ܒܪܗ ܕܐܢܫܐ ܐܟܠ ܘܫܬܐ ܘܐܡܪܝܢ ܗܐ ܓܒܪܐ ܐܟܘܠܐ ܘܫܬܐ ܚܡܪܐ ܘܪܚܡܐ ܕܡܟܣܐ ܘܕܚܛܝܐ ܘܐܙܕܕܩܬ ܚܟܡܬܐ ܡܢ ܥܒܕܝܗ	>T> BRH D>NC> >KL WCT> W>MRJN H> GBR> >KWL> WCT> XMR> WRXM> DMKS> WDXVJ> W>ZDDQT XKMT> MN <BDJH
Matthew	11	20	ܗܝܕܝܢ ܫܪܝ ܝܫܘܥ ܠܡܚܣܕܘ ܡܕܝܢܬܐ ܐܝܠܝܢ ܕܗܘܘ ܒܗܝܢ ܚܝܠܘܗܝ ܣܓܝܐܐ ܘܠܐ ܬܒܘ	HJDJN CRJ JCW< LMXSDW MDJNT> >JLJN DHWW BHJN XJLWHJ SGJ>> WL> TBW
Matthew	11	21	ܘܐܡܪ ܗܘܐ ܘܝ ܠܟܝ ܟܘܪܙܝܢ ܘܝ ܠܟܝ ܒܝܬ-ܨܝܕܐ ܕܐܠܘ ܒܨܘܪ ܘܒܨܝܕܢ ܗܘܘ ܚܝܠܐ ܐܝܠܝܢ ܕܗܘܘ ܒܟܝܢ ܟܒܪ ܕܝܢ ܒܣܩܐ ܘܒܩܛܡܐ ܬܒܘ	W>MR HW> WJ LKJ KWRZJN WJ LKJ BJT-YJD> D>LW BYWR WBYJDN HWW XJL> >JLJN DHWW BKJN KBR DJN BSQ> WBQVM> TBW
Matthew	11	22	ܒܪܡ ܐܡܪ ܐܢܐ ܠܟܝܢ ܕܠܨܘܪ ܘܠܨܝܕܢ ܢܗܘܐ ܢܝܚ ܒܝܘܡܐ ܕܕܝܢܐ ܐܘ ܠܟܝܢ	BRM >MR >N> LKJN DLYWR WLYJDN NHW> NJX BJWM> DDJN> >W LKJN
Matthew	11	23	ܘܐܢܬܝ ܟܦܪܢܚܘܡ ܗܝ ܕܥܕܡܐ ܠܫܡܝܐ ܐܬܬܪܝܡܬܝ ܥܕܡܐ ܠܫܝܘܠ ܬܬܚܬܝܢ ܕܐܠܘ ܒܣܕܘܡ ܗܘܘ ܚܝܠܐ ܐܝܠܝܢ ܕܗܘܘ ܒܟܝ ܩܝܡܐ ܗܘܬ ܥܕܡܐ ܠܝܘܡܢܐ	W>NTJ KPRNXWM HJ D<DM> LCMJ> >TTRJMTJ <DM> LCJWL TTXTJN D>LW BSDWM HWW XJL> >JLJN DHWW BKJ QJM> HWT <DM> LJWMN>
Matthew	11	24	ܒܪܡ ܐܡܪܢܐ ܠܟܝ ܕܠܐܪܥܐ ܕܣܕܘܡ ܢܗܘܐ ܢܝܚ ܒܝܘܡܐ ܕܕܝܢܐ ܐܘ ܠܟܝ	BRM >MRN> LKJ DL>R<> DSDWM NHW> NJX BJWM> DDJN> >W LKJ
Matthew	11	25	ܒܗܘ ܙܒܢܐ ܥܢܐ ܝܫܘܥ ܘܐܡܪ ܡܘܕܐ ܐܢܐ ܠܟ ܐܒܝ ܡܪܐ ܕܫܡܝܐ ܘܕܐܪܥܐ ܕܟܣܝܬ ܗܠܝܢ ܡܢ ܚܟܝܡܐ ܘܣܟܘܠܬܢܐ ܘܓܠܝܬ ܐܢܝܢ ܠܝܠܘܕܐ	BHW ZBN> <N> JCW< W>MR MWD> >N> LK >BJ MR> DCMJ> WD>R<> DKSJT HLJN MN XKJM> WSKWLTN> WGLJT >NJN LJLWD>
Matthew	11	26	ܐܝܢ ܐܒܝ ܕܗܟܢܐ ܗܘܐ ܨܒܝܢܐ ܩܕܡܝܟ	>JN >BJ DHKN> HW> YBJN> QDMJK
Matthew	11	27	ܟܠ ܡܕܡ ܐܫܬܠܡ ܠܝ ܡܢ ܐܒܝ ܘܠܐ ܐܢܫ ܝܕܥ ܠܒܪܐ ܐܠܐ ܐܢ ܐܒܐ ܐܦ ܠܐ ܠܐܒܐ ܐܢܫ ܝܕܥ ܐܠܐ ܐܢ ܒܪܐ ܘܠܡܢ ܕܨܒܐ ܒܪܐ ܕܢܓܠܐ	KL MDM >CTLM LJ MN >BJ WL> >NC JD< LBR> >L> >N >B> >P L> L>B> >NC JD< >L> >N BR> WLMN DYB> BR> DNGL>
Matthew	11	28	ܬܘ ܠܘܬܝ ܟܠܟܘܢ ܠܐܝܐ ܘܫܩܝܠܝ ܡܘܒܠܐ ܘܐܢܐ ܐܢܝܚܟܘܢ	TW LWTJ KLKWN L>J> WCQJLJ MWBL> W>N> >NJXKWN
Matthew	11	29	ܫܩܘܠܘ ܢܝܪܝ ܥܠܝܟܘܢ ܘܝܠܦܘ ܡܢܝ ܕܢܝܚ ܐܢܐ ܘܡܟܝܟ ܐܢܐ ܒܠܒܝ ܘܡܫܟܚܝܢ ܐܢܬܘܢ ܢܝܚܐ ܠܢܦܫܬܟܘܢ	CQWLW NJRJ <LJKWN WJLPW MNJ DNJX >N> WMKJK >N> BLBJ WMCKXJN >NTWN NJX> LNPCTKWN
Matthew	11	30	ܢܝܪܝ ܓܝܪ ܒܣܝܡ ܗܘ ܘܡܘܒܠܝ ܩܠܝܠܐ ܗܝ	NJRJ GJR BSJM HW WMWBLJ QLJL> HJ
Matthew	12	1	ܒܗܘ ܙܒܢܐ ܡܗܠܟ ܗܘܐ ܝܫܘܥ ܒܫܒܬܐ ܒܝܬ ܙܪܥܐ ܘܬܠܡܝܕܘܗܝ ܟܦܢܘ ܘܫܪܝܘ ܡܠܓܝܢ ܫܒܠܐ ܘܐܟܠܝܢ	BHW ZBN> MHLK HW> JCW< BCBT> BJT ZR<> WTLMJDWHJ KPNW WCRJW MLGJN CBL> W>KLJN
Matthew	12	2	ܦܪܝܫܐ ܕܝܢ ܟܕ ܚܙܘ ܐܢܘܢ ܐܡܪܝܢ ܠܗ ܗܐ ܬܠܡܝܕܝܟ ܥܒܕܝܢ ܡܕܡ ܕܠܐ ܫܠܝܛ ܠܡܥܒܕ ܒܫܒܬܐ	PRJC> DJN KD XZW >NWN >MRJN LH H> TLMJDJK <BDJN MDM DL> CLJV LM<BD BCBT>
Matthew	12	3	ܗܘ ܕܝܢ ܐܡܪ ܠܗܘܢ ܠܐ ܩܪܝܬܘܢ ܡܢܐ ܥܒܕ ܕܘܝܕ ܟܕ ܟܦܢ ܘܐܝܠܝܢ ܕܥܡܗ	HW DJN >MR LHWN L> QRJTWN MN> <BD DWJD KD KPN W>JLJN D<MH
Matthew	12	4	ܐܝܟܢܐ ܥܠ ܠܒܝܬܐ ܕܐܠܗܐ ܘܠܚܡܐ ܕܦܬܘܪܗ ܕܡܪܝܐ ܐܟܠ ܗܘ ܕܠܐ ܫܠܝܛ ܗܘܐ ܠܗ ܠܡܐܟܠ ܘܠܐ ܠܐܝܠܝܢ ܕܥܡܗ ܐܠܐ ܐܢ ܠܟܗܢܐ ܒܠܚܘܕ	>JKN> <L LBJT> D>LH> WLXM> DPTWRH DMRJ> >KL HW DL> CLJV HW> LH LM>KL WL> L>JLJN D<MH >L> >N LKHN> BLXWD
Matthew	12	5	ܐܘ ܠܐ ܩܪܝܬܘܢ ܒܐܘܪܝܬܐ ܕܟܗܢܐ ܒܗܝܟܠܐ ܡܚܠܝܢ ܠܗ ܠܫܒܬܐ ܘܕܠܐ ܥܕܠܝ ܐܢܘܢ	>W L> QRJTWN B>WRJT> DKHN> BHJKL> MXLJN LH LCBT> WDL> <DLJ >NWN
Matthew	12	6	ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܝܢ ܕܪܒ ܡܢ ܗܝܟܠܐ ܐܝܬ ܗܪܟܐ	>MR >N> LKWN DJN DRB MN HJKL> >JT HRK>
Matthew	12	7	ܐܠܘ ܕܝܢ ܝܕܥܝܢ ܗܘܝܬܘܢ ܡܢܘ ܚܢܢܐ ܨܒܐ ܐܢܐ ܘܠܐ ܕܒܚܬܐ ܠܐ ܡܚܝܒܝܢ ܗܘܝܬܘܢ ܠܐܝܠܝܢ ܕܕܠܐ ܥܕܠܝ ܐܢܘܢ	>LW DJN JD<JN HWJTWN MNW XNN> YB> >N> WL> DBXT> L> MXJBJN HWJTWN L>JLJN DDL> <DLJ >NWN
Matthew	12	8	ܡܪܗ ܓܝܪ ܕܫܒܬܐ ܐܝܬܘܗܝ ܒܪܗ ܕܐܢܫܐ	MRH GJR DCBT> >JTWHJ BRH D>NC>
Matthew	12	9	ܘܫܢܝ ܡܢ ܬܡܢ ܝܫܘܥ ܘܐܬܐ ܠܟܢܘܫܬܗܘܢ	WCNJ MN TMN JCW< W>T> LKNWCTHWN
Matthew	12	10	ܘܓܒܪܐ ܚܕ ܐܝܬ ܗܘܐ ܬܡܢ ܕܝܒܝܫܐ ܐܝܕܗ ܘܡܫܐܠܝܢ ܗܘܘ ܠܗ ܘܐܡܪܝܢ ܕܐܢ ܫܠܝܛ ܒܫܒܬܐ ܠܡܐܣܝܘ ܐܝܟ ܕܢܐܟܠܘܢ ܩܪܨܘܗܝ	WGBR> XD >JT HW> TMN DJBJC> >JDH WMC>LJN HWW LH W>MRJN D>N CLJV BCBT> LM>SJW >JK DN>KLWN QRYWHJ
Matthew	12	11	ܗܘ ܕܝܢ ܐܡܪ ܠܗܘܢ ܡܢܘ ܡܢܟܘܢ ܓܒܪܐ ܕܐܝܬ ܠܗ ܥܪܒܐ ܚܕ ܘܐܢ ܢܦܠ ܒܚܒܪܐ ܒܝܘܡܐ ܕܫܒܬܐ ܠܐ ܐܚܕ ܘܡܩܝܡ ܠܗ	HW DJN >MR LHWN MNW MNKWN GBR> D>JT LH <RB> XD W>N NPL BXBR> BJWM> DCBT> L> >XD WMQJM LH
Matthew	12	12	ܟܡܐ ܕܝܢ ܝܬܝܪ ܒܪܢܫܐ ܡܢ ܥܪܒܐ ܡܕܝܢ ܫܠܝܛ ܗܘ ܒܫܒܬܐ ܠܡܥܒܕ ܕܫܦܝܪ	KM> DJN JTJR BRNC> MN <RB> MDJN CLJV HW BCBT> LM<BD DCPJR
Matthew	12	13	ܗܝܕܝܢ ܐܡܪ ܠܗܘ ܓܒܪܐ ܦܫܘܛ ܐܝܕܟ ܘܦܫܛ ܐܝܕܗ ܘܬܩܢܬ ܐܝܟ ܚܒܪܬܗ	HJDJN >MR LHW GBR> PCWV >JDK WPCV >JDH WTQNT >JK XBRTH
Matthew	12	14	ܘܢܦܩܘ ܦܪܝܫܐ ܘܡܠܟܐ ܢܣܒܘ ܥܠܘܗܝ ܐܝܟ ܕܢܘܒܕܘܢܝܗܝ	WNPQW PRJC> WMLK> NSBW <LWHJ >JK DNWBDWNJHJ
Matthew	12	15	ܝܫܘܥ ܕܝܢ ܝܕܥ ܘܫܢܝ ܠܗ ܡܢ ܬܡܢ ܘܐܙܠܘ ܒܬܪܗ ܟܢܫܐ ܣܓܝܐܐ ܘܐܣܝ ܠܟܠܗܘܢ	JCW< DJN JD< WCNJ LH MN TMN W>ZLW BTRH KNC> SGJ>> W>SJ LKLHWN
Matthew	12	16	ܘܟܐܐ ܒܗܘܢ ܕܠܐ ܢܓܠܘܢܝܗܝ	WK>> BHWN DL> NGLWNJHJ
Matthew	12	17	ܕܢܬܡܠܐ ܡܕܡ ܕܐܬܐܡܪ ܒܝܕ ܐܫܥܝܐ ܢܒܝܐ ܕܐܡܪ	DNTML> MDM D>T>MR BJD >C<J> NBJ> D>MR
Matthew	12	18	ܗܐ ܥܒܕܝ ܕܐܨܛܒܝܬ ܒܗ ܚܒܝܒܝ ܕܣܘܚܬ ܒܗ ܢܦܫܝ ܪܘܚܝ ܐܣܝܡ ܥܠܘܗܝ ܘܕܝܢܐ ܠܥܡܡܐ ܢܟܪܙ	H> <BDJ D>YVBJT BH XBJBJ DSWXT BH NPCJ RWXJ >SJM <LWHJ WDJN> L<MM> NKRZ
Matthew	12	19	ܠܐ ܢܬܚܪܐ ܘܠܐ ܢܩܥܐ ܘܠܐ ܐܢܫ ܢܫܡܥ ܩܠܗ ܒܫܘܩܐ	L> NTXR> WL> NQ<> WL> >NC NCM< QLH BCWQ>
Matthew	12	20	ܩܢܝܐ ܪܥܝܥܐ ܠܐ ܢܬܒܪ ܘܫܪܓܐ ܕܡܛܦܛܦ ܠܐ ܢܕܥܟ ܥܕܡܐ ܕܢܦܩ ܕܝܢܐ ܠܙܟܘܬܐ	QNJ> R<J<> L> NTBR WCRG> DMVPVP L> ND<K <DM> DNPQ DJN> LZKWT>
Matthew	12	21	ܘܒܫܡܗ ܥܡܡܐ ܢܣܒܪܘܢ	WBCMH <MM> NSBRWN
Matthew	12	22	ܗܝܕܝܢ ܩܪܒܘ ܠܗ ܕܝܘܢܐ ܚܕ ܕܚܪܫ ܘܥܘܝܪ ܘܐܣܝܗ ܐܝܟܢܐ ܕܚܪܫܐ ܘܣܡܝܐ ܢܡܠܠ ܘܢܚܙܐ	HJDJN QRBW LH DJWN> XD DXRC W<WJR W>SJH >JKN> DXRC> WSMJ> NMLL WNXZ>
Matthew	12	23	ܘܡܬܕܡܪܝܢ ܗܘܘ ܟܠܗܘܢ ܟܢܫܐ ܘܐܡܪܝܢ ܕܠܡܐ ܗܢܘ ܒܪܗ ܕܕܘܝܕ	WMTDMRJN HWW KLHWN KNC> W>MRJN DLM> HNW BRH DDWJD
Matthew	12	24	ܦܪܝܫܐ ܕܝܢ ܟܕ ܫܡܥܘ ܐܡܪܝܢ ܗܢܐ ܠܐ ܡܦܩ ܫܐܕܐ ܐܠܐ ܒܒܥܠܙܒܘܒ ܪܫܐ ܕܕܝܘܐ	PRJC> DJN KD CM<W >MRJN HN> L> MPQ C>D> >L> BB<LZBWB RC> DDJW>
Matthew	12	25	ܝܫܘܥ ܕܝܢ ܝܕܥ ܡܚܫܒܬܗܘܢ ܘܐܡܪ ܠܗܘܢ ܟܠ ܡܠܟܘ ܕܬܬܦܠܓ ܥܠ ܢܦܫܗ ܬܚܪܒ ܘܟܠ ܒܝ ܘܡܕܝܢܐ ܕܢܬܦܠܓ ܥܠ ܢܦܫܗ ܠܐ ܢܩܘܡ	JCW< DJN JD< MXCBTHWN W>MR LHWN KL MLKW DTTPLG <L NPCH TXRB WKL BJ WMDJN> DNTPLG <L NPCH L> NQWM
Matthew	12	26	ܘܐܢ ܣܛܢܐ ܠܣܛܢܐ ܡܦܩ ܥܠ ܢܦܫܗ ܐܬܦܠܓ ܐܝܟܢܐ ܗܟܝܠ ܩܝܡܐ ܡܠܟܘܬܗ	W>N SVN> LSVN> MPQ <L NPCH >TPLG >JKN> HKJL QJM> MLKWTH
Matthew	12	27	ܘܐܢ ܐܢܐ ܒܒܥܠܙܒܘܒ ܡܦܩ ܐܢܐ ܕܝܘܐ ܒܢܝܟܘܢ ܒܡܢܐ ܡܦܩܝܢ ܠܗܘܢ ܡܛܠ ܗܢܐ ܗܢܘܢ ܢܗܘܘܢ ܠܟܘܢ ܕܝܢܐ	W>N >N> BB<LZBWB MPQ >N> DJW> BNJKWN BMN> MPQJN LHWN MVL HN> HNWN NHWWN LKWN DJN>
Matthew	12	28	ܘܐܢ ܒܪܘܚܐ ܕܐܠܗܐ ܐܢܐ ܡܦܩ ܐܢܐ ܕܝܘܐ ܩܪܒܬ ܠܗ ܥܠܝܟܘܢ ܡܠܟܘܬܐ ܕܐܠܗܐ	W>N BRWX> D>LH> >N> MPQ >N> DJW> QRBT LH <LJKWN MLKWT> D>LH>
Matthew	12	29	ܐܘ ܐܝܟܢܐ ܐܢܫ ܡܫܟܚ ܕܢܥܘܠ ܠܒܝܬ ܚܣܝܢܐ ܘܡܐܢܘܗܝ ܢܒܘܙ ܐܠܐ ܐܢ ܠܘܩܕܡ ܢܐܣܪܝܘܗܝ ܠܚܣܝܢܐ ܘܗܝܕܝܢ ܒܝܬܗ ܢܒܘܙ	>W >JKN> >NC MCKX DN<WL LBJT XSJN> WM>NWHJ NBWZ >L> >N LWQDM N>SRJWHJ LXSJN> WHJDJN BJTH NBWZ
Matthew	12	30	ܡܢ ܕܠܐ ܗܘܐ ܥܡܝ ܠܘܩܒܠܝ ܗܘ ܘܡܢ ܕܠܐ ܟܢܫ ܥܡܝ ܡܒܕܪܘ ܡܒܕܪ	MN DL> HW> <MJ LWQBLJ HW WMN DL> KNC <MJ MBDRW MBDR
Matthew	12	31	ܡܛܠ ܗܢܐ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܟܠ ܚܛܗܝܢ ܘܓܘܕܦܝܢ ܢܫܬܒܩܘܢ ܠܒܢܝܢܫܐ ܓܘܕܦܐ ܕܝܢ ܕܥܠ ܪܘܚܐ ܠܐ ܢܫܬܒܩ ܠܒܢܝܢܫܐ	MVL HN> >MR >N> LKWN DKL XVHJN WGWDPJN NCTBQWN LBNJNC> GWDP> DJN D<L RWX> L> NCTBQ LBNJNC>
Matthew	12	32	ܘܟܠ ܡܢ ܕܢܐܡܪ ܡܠܬܐ ܥܠ ܒܪܗ ܕܐܢܫܐ ܢܫܬܒܩ ܠܗ ܟܠ ܕܝܢ ܕܥܠ ܪܘܚܐ ܕܩܘܕܫܐ ܢܐܡܪ ܠܐ ܢܫܬܒܩ ܠܗ ܠܐ ܒܥܠܡܐ ܗܢܐ ܘܠܐ ܒܥܠܡܐ ܕܥܬܝܕ	WKL MN DN>MR MLT> <L BRH D>NC> NCTBQ LH KL DJN D<L RWX> DQWDC> N>MR L> NCTBQ LH L> B<LM> HN> WL> B<LM> D<TJD
Matthew	12	33	ܐܘ ܥܒܕܘ ܐܝܠܢܐ ܫܦܝܪܐ ܘܦܐܪܘܗܝ ܫܦܝܪܐ ܐܘ ܥܒܕܘ ܐܝܠܢܐ ܒܝܫܐ ܘܦܐܪܘܗܝ ܒܝܫܐ ܡܢ ܦܐܪܘܗܝ ܗܘ ܓܝܪ ܡܬܝܕܥ ܐܝܠܢܐ	>W <BDW >JLN> CPJR> WP>RWHJ CPJR> >W <BDW >JLN> BJC> WP>RWHJ BJC> MN P>RWHJ HW GJR MTJD< >JLN>
Matthew	12	34	ܝܠܕܐ ܕܐܟܕܢܐ ܐܝܟܢܐ ܡܫܟܚܝܢ ܐܢܬܘܢ ܛܒܬܐ ܠܡܡܠܠܘ ܕܒܝܫܐ ܐܢܬܘܢ ܡܢ ܬܘܬܪܝ ܠܒܐ ܓܝܪ ܡܡܠܠ ܦܘܡܐ	JLD> D>KDN> >JKN> MCKXJN >NTWN VBT> LMMLLW DBJC> >NTWN MN TWTRJ LB> GJR MMLL PWM>
Matthew	12	35	ܓܒܪܐ ܛܒܐ ܡܢ ܣܝܡܬܐ ܛܒܬܐ ܡܦܩ ܛܒܬܐ ܘܓܒܪܐ ܒܝܫܐ ܡܢ ܣܝܡܬܐ ܒܝܫܬܐ ܡܦܩ ܒܝܫܬܐ	GBR> VB> MN SJMT> VBT> MPQ VBT> WGBR> BJC> MN SJMT> BJCT> MPQ BJCT>
Matthew	12	36	ܐܡܪ ܐܢܐ ܠܟܘܢ ܓܝܪ ܕܟܠ ܡܠܐ ܒܛܠܐ ܕܢܐܡܪܘܢ ܒܢܝ ܐܢܫܐ ܢܬܠܘܢ ܦܬܓܡܗ ܒܝܘܡܐ ܕܕܝܢܐ	>MR >N> LKWN GJR DKL ML> BVL> DN>MRWN BNJ >NC> NTLWN PTGMH BJWM> DDJN>
Matthew	12	37	ܡܢ ܡܠܝܟ ܓܝܪ ܬܙܕܕܩ ܘܡܢ ܡܠܝܟ ܬܬܚܝܒ	MN MLJK GJR TZDDQ WMN MLJK TTXJB
Matthew	12	38	ܗܝܕܝܢ ܥܢܘ ܐܢܫܐ ܡܢ ܣܦܪܐ ܘܡܢ ܦܪܝܫܐ ܘܐܡܪܝܢ ܠܗ ܡܠܦܢܐ ܨܒܝܢ ܚܢܢ ܕܢܚܙܐ ܡܢܟ ܐܬܐ	HJDJN <NW >NC> MN SPR> WMN PRJC> W>MRJN LH MLPN> YBJN XNN DNXZ> MNK >T>
Matthew	12	39	ܗܘ ܕܝܢ ܥܢܐ ܘܐܡܪ ܠܗܘܢ ܫܪܒܬܐ ܒܝܫܬܐ ܘܓܝܪܬܐ ܐܬܐ ܒܥܝܐ ܘܐܬܐ ܠܐ ܬܬܝܗܒ ܠܗ ܐܠܐ ܐܬܗ ܕܝܘܢܢ ܢܒܝܐ	HW DJN <N> W>MR LHWN CRBT> BJCT> WGJRT> >T> B<J> W>T> L> TTJHB LH >L> >TH DJWNN NBJ>
Matthew	12	40	ܐܝܟܢܐ ܓܝܪ ܕܗܘܐ ܝܘܢܢ ܒܟܪܣܗ ܕܢܘܢܐ ܬܠܬܐ ܝܘܡܝܢ ܘܬܠܬܐ ܠܝܠܘܢ ܗܟܢܐ ܢܗܘܐ ܒܪܗ ܕܐܢܫܐ ܒܠܒܗ ܕܐܪܥܐ ܬܠܬܐ ܐܝܡܡܝܢ ܘܬܠܬܐ ܠܝܠܘܢ	>JKN> GJR DHW> JWNN BKRSH DNWN> TLT> JWMJN WTLT> LJLWN HKN> NHW> BRH D>NC> BLBH D>R<> TLT> >JMMJN WTLT> LJLWN
Matthew	12	41	ܓܒܪܐ ܢܝܢܘܝܐ ܢܩܘܡܘܢ ܒܕܝܢܐ ܥܡ ܫܪܒܬܐ ܗܕܐ ܘܢܚܝܒܘܢܗ ܕܗܢܘܢ ܬܒܘ ܒܟܪܘܙܘܬܗ ܕܝܘܢܢ ܘܗܐ ܕܪܒ ܡܢ ܝܘܢܢ ܬܢܢ	GBR> NJNWJ> NQWMWN BDJN> <M CRBT> HD> WNXJBWNH DHNWN TBW BKRWZWTH DJWNN WH> DRB MN JWNN TNN
