book	chapter	verse	greek_text	lemmatized_text
Matthew	26	53	ἢ δοκεῖς ὅτι οὐ ⸀δύναμαι παρακαλέσαι τὸν πατέρα μου, καὶ παραστήσει μοι ⸂ἄρτι πλείω⸃ δώδεκα λεγιῶνας ἀγγέλων;	ἤ δοκέω ὅτι οὐ δύναμαι παρακαλέω ὁ πατήρ ἐγώ καί παρίστημι ἐγώ ἄρτι πολύς δώδεκα λεγιών ἄγγελος
Matthew	26	54	πῶς οὖν πληρωθῶσιν αἱ γραφαὶ ὅτι οὕτως δεῖ γενέσθαι;	πῶς οὖν πληρόω ὁ γραφή ὅτι οὕτω(ς) δέω γίνομαι
Matthew	26	55	ἐν ἐκείνῃ τῇ ὥρᾳ εἶπεν ὁ Ἰησοῦς τοῖς ὄχλοις· Ὡς ἐπὶ λῃστὴν ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων συλλαβεῖν με; καθ’ ⸀ἡμέραν ⸂ἐν τῷ ἱερῷ ἐκαθεζόμην διδάσκων⸃ καὶ οὐκ ἐκρατήσατέ με.	ἐν ἐκεῖνος ὁ ὥρα λέγω ὁ Ἰησοῦς ὁ ὄχλος ὡς ἐπί λῃστής ἐξέρχομαι μετά μάχαιρα καί ξύλον συλλαμβάνω ἐγώ κατά ἡμέρα ἐν ὁ ἱερός καθέζομαι διδάσκω καί οὐ κρατέω ἐγώ
Matthew	26	56	τοῦτο δὲ ὅλον γέγονεν ἵνα πληρωθῶσιν αἱ γραφαὶ τῶν προφητῶν. τότε οἱ μαθηταὶ πάντες ἀφέντες αὐτὸν ἔφυγον.	οὗτος δέ ὅλος γίνομαι ἵνα πληρόω ὁ γραφή ὁ προφήτης τότε ὁ μαθητής πᾶς ἀφίημι αὐτός φεύγω
Matthew	26	57	Οἱ δὲ κρατήσαντες τὸν Ἰησοῦν ἀπήγαγον πρὸς Καϊάφαν τὸν ἀρχιερέα, ὅπου οἱ γραμματεῖς καὶ οἱ πρεσβύτεροι συνήχθησαν.	ὁ δέ κρατέω ὁ Ἰησοῦς ἀπάγω πρός Καϊάφας ὁ ἀρχιερεύς ὅπου ὁ γραμματεύς καί ὁ πρεσβύτερος συνάγω
Matthew	26	58	ὁ δὲ Πέτρος ἠκολούθει αὐτῷ ἀπὸ μακρόθεν ἕως τῆς αὐλῆς τοῦ ἀρχιερέως, καὶ εἰσελθὼν ἔσω ἐκάθητο μετὰ τῶν ὑπηρετῶν ἰδεῖν τὸ τέλος.	ὁ δέ Πέτρος ἀκολουθέω αὐτός ἀπό μακρόθεν ἕως ὁ αὐλή ὁ ἀρχιερεύς καί εἰσέρχομαι ἔσω κάθημαι μετά ὁ ὑπηρέτης ὁράω ὁ τέλος
Matthew	26	59	οἱ δὲ ἀρχιερεῖς ⸀καὶ τὸ συνέδριον ὅλον ἐζήτουν ψευδομαρτυρίαν κατὰ τοῦ Ἰησοῦ ὅπως ⸂αὐτὸν θανατώσωσιν⸃,	ὁ δέ ἀρχιερεύς καί ὁ συνέδριον ὅλος ζητέω ψευδομαρτυρία κατά ὁ Ἰησοῦς ὅπως αὐτός θανατόω
Matthew	26	60	καὶ οὐχ εὗρον ⸂πολλῶν προσελθόντων ψευδομαρτύρων. ὕστερον δὲ προσελθόντες δύο⸃	καί οὐ εὑρίσκω πολύς προσέρχομαι ψευδόμαρτυς ὕστερος δέ προσέρχομαι δύο
Matthew	26	61	εἶπαν· Οὗτος ἔφη· Δύναμαι καταλῦσαι τὸν ναὸν τοῦ θεοῦ καὶ διὰ τριῶν ἡμερῶν ⸀οἰκοδομῆσαι.	λέγω οὗτος φημί δύναμαι καταλύω ὁ ναός ὁ θεός καί διά τρεῖς ἡμέρα οἰκοδομέω
Matthew	26	62	καὶ ἀναστὰς ὁ ἀρχιερεὺς εἶπεν αὐτῷ· Οὐδὲν ἀποκρίνῃ; τί οὗτοί σου καταμαρτυροῦσιν;	καί ἀνίστημι ὁ ἀρχιερεύς λέγω αὐτός οὐδείς ἀποκρίνομαι τίς οὗτος σύ καταμαρτυρέω
Matthew	26	63	ὁ δὲ Ἰησοῦς ἐσιώπα. ⸀καὶ ὁ ἀρχιερεὺς εἶπεν αὐτῷ· Ἐξορκίζω σε κατὰ τοῦ θεοῦ τοῦ ζῶντος ἵνα ἡμῖν εἴπῃς εἰ σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ.	ὁ δέ Ἰησοῦς σιωπάω καί ὁ ἀρχιερεύς λέγω αὐτός ἐξορκίζω σύ κατά ὁ θεός ὁ ζάω ἵνα ἐγώ λέγω εἰ σύ εἰμί ὁ Χριστός ὁ υἱός ὁ θεός
Matthew	26	64	λέγει αὐτῷ ὁ Ἰησοῦς· Σὺ εἶπας· πλὴν λέγω ὑμῖν, ἀπ’ ἄρτι ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου καθήμενον ἐκ δεξιῶν τῆς δυνάμεως καὶ ἐρχόμενον ἐπὶ τῶν νεφελῶν τοῦ οὐρανοῦ.	λέγω αὐτός ὁ Ἰησοῦς σύ λέγω πλήν λέγω σύ ἀπό ἄρτι ὁράω ὁ υἱός ὁ ἄνθρωπος κάθημαι ἐκ δεξιός ὁ δύναμις καί ἔρχομαι ἐπί ὁ νεφέλη ὁ οὐρανός
Matthew	26	65	τότε ὁ ἀρχιερεὺς διέρρηξεν τὰ ἱμάτια αὐτοῦ ⸀λέγων· Ἐβλασφήμησεν· τί ἔτι χρείαν ἔχομεν μαρτύρων; ἴδε νῦν ἠκούσατε τὴν ⸀βλασφημίαν·	τότε ὁ ἀρχιερεύς διαρρήγνυμι ὁ ἱμάτιον αὐτός λέγω βλασφημέω τίς ἔτι χρεία ἔχω μάρτυς ἴδε νῦν ἀκούω ὁ βλασφημία
Matthew	26	66	τί ὑμῖν δοκεῖ; οἱ δὲ ἀποκριθέντες εἶπαν· Ἔνοχος θανάτου ἐστίν.	τίς σύ δοκέω ὁ δέ ἀποκρίνομαι λέγω ἔνοχος θάνατος εἰμί
Matthew	26	67	τότε ἐνέπτυσαν εἰς τὸ πρόσωπον αὐτοῦ καὶ ἐκολάφισαν αὐτόν, οἱ δὲ ἐράπισαν	τότε ἐμπτύω εἰς ὁ πρόσωπον αὐτός καί κολαφίζω αὐτός ὁ δέ ῥαπίζω
Matthew	26	68	λέγοντες· Προφήτευσον ἡμῖν, χριστέ, τίς ἐστιν ὁ παίσας σε;	λέγω προφητεύω ἐγώ Χριστός τίς εἰμί ὁ παίω σύ
Matthew	26	69	Ὁ δὲ Πέτρος ⸂ἐκάθητο ἔξω⸃ ἐν τῇ αὐλῇ· καὶ προσῆλθεν αὐτῷ μία παιδίσκη λέγουσα· Καὶ σὺ ἦσθα μετὰ Ἰησοῦ τοῦ Γαλιλαίου·	ὁ δέ Πέτρος κάθημαι ἔξω ἐν ὁ αὐλή καί προσέρχομαι αὐτός εἷς παιδίσκη λέγω καί σύ εἰμί μετά Ἰησοῦς ὁ Γαλιλαῖος
Matthew	26	70	ὁ δὲ ἠρνήσατο ⸀ἔμπροσθεν πάντων λέγων· Οὐκ οἶδα τί λέγεις.	ὁ δέ ἀρνέομαι ἔμπροσθεν πᾶς λέγω οὐ οἶδα τίς λέγω
Matthew	26	71	ἐξελθόντα ⸀δὲ εἰς τὸν πυλῶνα εἶδεν αὐτὸν ἄλλη καὶ λέγει ⸀τοῖς ἐκεῖ· ⸀Οὗτος ἦν μετὰ Ἰησοῦ τοῦ Ναζωραίου·	ἐξέρχομαι δέ εἰς ὁ πυλών ὁράω αὐτός ἄλλος καί λέγω ὁ ἐκεῖ οὗτος εἰμί μετά Ἰησοῦς ὁ Ναζωραῖος
Matthew	26	72	καὶ πάλιν ἠρνήσατο μετὰ ὅρκου ὅτι Οὐκ οἶδα τὸν ἄνθρωπον.	καί πάλιν ἀρνέομαι μετά ὅρκος ὅτι οὐ οἶδα ὁ ἄνθρωπος
Matthew	26	73	μετὰ μικρὸν δὲ προσελθόντες οἱ ἑστῶτες εἶπον τῷ Πέτρῳ· Ἀληθῶς καὶ σὺ ἐξ αὐτῶν εἶ, καὶ γὰρ ἡ λαλιά σου δῆλόν σε ποιεῖ·	μετά μικρός δέ προσέρχομαι ὁ ἵστημι λέγω ὁ Πέτρος ἀληθῶς καί σύ ἐκ αὐτός εἰμί καί γάρ ὁ λαλιά σύ δῆλος σύ ποιέω
Matthew	26	74	τότε ἤρξατο καταθεματίζειν καὶ ὀμνύειν ὅτι Οὐκ οἶδα τὸν ἄνθρωπον. καὶ ⸀εὐθέως ἀλέκτωρ ἐφώνησεν·	τότε ἄρχω καταθεματίζω καί ὀμνύω ὅτι οὐ οἶδα ὁ ἄνθρωπος καί εὐθέως ἀλέκτωρ φωνέω
Matthew	26	75	καὶ ἐμνήσθη ὁ Πέτρος τοῦ ⸀ῥήματος Ἰησοῦ ⸀εἰρηκότος ὅτι Πρὶν ἀλέκτορα φωνῆσαι τρὶς ἀπαρνήσῃ με, καὶ ἐξελθὼν ἔξω ἔκλαυσεν πικρῶς.	καί μιμνῄσκομαι ὁ Πέτρος ὁ ῥῆμα Ἰησοῦς λέγω ὅτι πρίν ἀλέκτωρ φωνέω τρίς ἀπαρνέομαι ἐγώ καί ἐξέρχομαι ἔξω κλαίω πικρῶς
Matthew	27	1	Πρωΐας δὲ γενομένης συμβούλιον ἔλαβον πάντες οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τοῦ λαοῦ κατὰ τοῦ Ἰησοῦ ὥστε θανατῶσαι αὐτόν·	πρωΐα δέ γίνομαι συμβούλιον λαμβάνω πᾶς ὁ ἀρχιερεύς καί ὁ πρεσβύτερος ὁ λαός κατά ὁ Ἰησοῦς ὥστε θανατόω αὐτός
Matthew	27	2	καὶ δήσαντες αὐτὸν ἀπήγαγον καὶ ⸀παρέδωκαν Πιλάτῳ τῷ ἡγεμόνι.	καί δέω αὐτός ἀπάγω καί παραδίδωμι Πιλᾶτος ὁ ἡγεμών
Matthew	27	3	Τότε ἰδὼν Ἰούδας ὁ ⸀παραδιδοὺς αὐτὸν ὅτι κατεκρίθη μεταμεληθεὶς ⸀ἔστρεψεν τὰ τριάκοντα ἀργύρια τοῖς ἀρχιερεῦσιν ⸀καὶ πρεσβυτέροις	τότε ὁράω Ἰούδας ὁ παραδίδωμι αὐτός ὅτι κατακρίνω μεταμέλομαι στρέφω ὁ τριάκοντα ἀργύριον ὁ ἀρχιερεύς καί πρεσβύτερος
Matthew	27	4	λέγων· Ἥμαρτον παραδοὺς αἷμα ⸀ἀθῷον. οἱ δὲ εἶπαν· Τί πρὸς ἡμᾶς; σὺ ⸀ὄψῃ.	λέγω ἁμαρτάνω παραδίδωμι αἷμα ἀθῷος ὁ δέ λέγω τίς πρός ἐγώ σύ ὁράω
Matthew	27	5	καὶ ῥίψας τὰ ἀργύρια ⸂εἰς τὸν ναὸν⸃ ἀνεχώρησεν, καὶ ἀπελθὼν ἀπήγξατο.	καί ῥίπτω ὁ ἀργύριον εἰς ὁ ναός ἀναχωρέω καί ἀπέρχομαι ἀπάγχομαι
Matthew	27	6	οἱ δὲ ἀρχιερεῖς λαβόντες τὰ ἀργύρια εἶπαν· Οὐκ ἔξεστιν βαλεῖν αὐτὰ εἰς τὸν κορβανᾶν, ἐπεὶ τιμὴ αἵματός ἐστιν·	ὁ δέ ἀρχιερεύς λαμβάνω ὁ ἀργύριον λέγω οὐ ἔξεστι(ν) βάλλω αὐτός εἰς ὁ κορβανᾶς ἐπεί τιμή αἷμα εἰμί
Matthew	27	7	συμβούλιον δὲ λαβόντες ἠγόρασαν ἐξ αὐτῶν τὸν Ἀγρὸν τοῦ Κεραμέως εἰς ταφὴν τοῖς ξένοις.	συμβούλιον δέ λαμβάνω ἀγοράζω ἐκ αὐτός ὁ ἀγρός ὁ κεραμεύς εἰς ταφή ὁ ξένος
Matthew	27	8	διὸ ἐκλήθη ὁ ἀγρὸς ἐκεῖνος Ἀγρὸς Αἵματος ἕως τῆς σήμερον.	διό καλέω ὁ ἀγρός ἐκεῖνος ἀγρός αἷμα ἕως ὁ σήμερον
Matthew	27	9	τότε ἐπληρώθη τὸ ῥηθὲν διὰ Ἰερεμίου τοῦ προφήτου λέγοντος· Καὶ ἔλαβον τὰ τριάκοντα ἀργύρια, τὴν τιμὴν τοῦ τετιμημένου ὃν ἐτιμήσαντο ἀπὸ υἱῶν Ἰσραήλ,	τότε πληρόω ὁ λέγω διά Ἰερεμίας ὁ προφήτης λέγω καί λαμβάνω ὁ τριάκοντα ἀργύριον ὁ τιμή ὁ τιμάω ὅς τιμάω ἀπό υἱός Ἰσραήλ
Matthew	27	10	καὶ ἔδωκαν αὐτὰ εἰς τὸν ἀγρὸν τοῦ κεραμέως, καθὰ συνέταξέν μοι κύριος.	καί δίδωμι αὐτός εἰς ὁ ἀγρός ὁ κεραμεύς καθά συντάσσω ἐγώ κύριος
Matthew	27	11	Ὁ δὲ Ἰησοῦς ⸀ἐστάθη ἔμπροσθεν τοῦ ἡγεμόνος· καὶ ἐπηρώτησεν αὐτὸν ὁ ἡγεμὼν λέγων· Σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων; ὁ δὲ Ἰησοῦς ⸀ἔφη· Σὺ λέγεις.	ὁ δέ Ἰησοῦς ἵστημι ἔμπροσθεν ὁ ἡγεμών καί ἐπερωτάω αὐτός ὁ ἡγεμών λέγω σύ εἰμί ὁ βασιλεύς ὁ Ἰουδαῖος ὁ δέ Ἰησοῦς φημί σύ λέγω
Matthew	27	12	καὶ ἐν τῷ κατηγορεῖσθαι αὐτὸν ὑπὸ τῶν ἀρχιερέων ⸀καὶ πρεσβυτέρων οὐδὲν ἀπεκρίνατο.	καί ἐν ὁ κατηγορέω αὐτός ὑπό ὁ ἀρχιερεύς καί πρεσβύτερος οὐδείς ἀποκρίνομαι
Matthew	27	13	τότε λέγει αὐτῷ ὁ Πιλᾶτος· Οὐκ ἀκούεις πόσα σου καταμαρτυροῦσιν;	τότε λέγω αὐτός ὁ Πιλᾶτος οὐ ἀκούω πόσος σύ καταμαρτυρέω
Matthew	27	14	καὶ οὐκ ἀπεκρίθη αὐτῷ πρὸς οὐδὲ ἓν ῥῆμα, ὥστε θαυμάζειν τὸν ἡγεμόνα λίαν.	καί οὐ ἀποκρίνομαι αὐτός πρός οὐδέ εἷς ῥῆμα ὥστε θαυμάζω ὁ ἡγεμών λίαν
Matthew	27	15	Κατὰ δὲ ἑορτὴν εἰώθει ὁ ἡγεμὼν ἀπολύειν ἕνα τῷ ὄχλῳ δέσμιον ὃν ἤθελον.	κατά δέ ἑορτή εἴωθα ὁ ἡγεμών ἀπολύω εἷς ὁ ὄχλος δέσμιος ὅς θέλω
Matthew	27	16	εἶχον δὲ τότε δέσμιον ἐπίσημον λεγόμενον ⸀Ἰησοῦν Βαραββᾶν.	ἔχω δέ τότε δέσμιος ἐπίσημος λέγω Ἰησοῦς Βαραββᾶς
Matthew	27	17	συνηγμένων οὖν αὐτῶν εἶπεν αὐτοῖς ὁ Πιλᾶτος· Τίνα θέλετε ἀπολύσω ὑμῖν, ⸂Ἰησοῦν τὸν⸃ Βαραββᾶν ἢ Ἰησοῦν τὸν λεγόμενον χριστόν;	συνάγω οὖν αὐτός λέγω αὐτός ὁ Πιλᾶτος τίς θέλω ἀπολύω σύ Ἰησοῦς ὁ Βαραββᾶς ἤ Ἰησοῦς ὁ λέγω Χριστός
Matthew	27	18	ᾔδει γὰρ ὅτι διὰ φθόνον παρέδωκαν αὐτόν.	οἶδα γάρ ὅτι διά φθόνος παραδίδωμι αὐτός
Matthew	27	19	Καθημένου δὲ αὐτοῦ ἐπὶ τοῦ βήματος ἀπέστειλεν πρὸς αὐτὸν ἡ γυνὴ αὐτοῦ λέγουσα· Μηδὲν σοὶ καὶ τῷ δικαίῳ ἐκείνῳ, πολλὰ γὰρ ἔπαθον σήμερον κατ’ ὄναρ δι’ αὐτόν.	κάθημαι δέ αὐτός ἐπί ὁ βῆμα ἀποστέλλω πρός αὐτός ὁ γυνή αὐτός λέγω μηδείς σύ καί ὁ δίκαιος ἐκεῖνος πολύς γάρ πάσχω σήμερον κατά ὄναρ διά αὐτός
Matthew	27	20	Οἱ δὲ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι ἔπεισαν τοὺς ὄχλους ἵνα αἰτήσωνται τὸν Βαραββᾶν τὸν δὲ Ἰησοῦν ἀπολέσωσιν.	ὁ δέ ἀρχιερεύς καί ὁ πρεσβύτερος πείθω ὁ ὄχλος ἵνα αἰτέω ὁ Βαραββᾶς ὁ δέ Ἰησοῦς ἀπόλλυμι
Matthew	27	21	ἀποκριθεὶς δὲ ὁ ἡγεμὼν εἶπεν αὐτοῖς· Τίνα θέλετε ἀπὸ τῶν δύο ἀπολύσω ὑμῖν; οἱ δὲ εἶπαν· ⸀Τὸν Βαραββᾶν.	ἀποκρίνομαι δέ ὁ ἡγεμών λέγω αὐτός τίς θέλω ἀπό ὁ δύο ἀπολύω σύ ὁ δέ λέγω ὁ Βαραββᾶς
Matthew	27	22	λέγει αὐτοῖς ὁ Πιλᾶτος· Τί οὖν ποιήσω Ἰησοῦν τὸν λεγόμενον χριστόν; ⸀λέγουσιν πάντες· Σταυρωθήτω.	λέγω αὐτός ὁ Πιλᾶτος τίς οὖν ποιέω Ἰησοῦς ὁ λέγω Χριστός λέγω πᾶς σταυρόω
Matthew	27	23	ὁ ⸀δὲ ἔφη· Τί γὰρ κακὸν ἐποίησεν; οἱ δὲ περισσῶς ἔκραζον λέγοντες· Σταυρωθήτω.	ὁ δέ φημί τίς γάρ κακός ποιέω ὁ δέ περισσῶς κράζω λέγω σταυρόω
Matthew	27	24	ἰδὼν δὲ ὁ Πιλᾶτος ὅτι οὐδὲν ὠφελεῖ ἀλλὰ μᾶλλον θόρυβος γίνεται λαβὼν ὕδωρ ἀπενίψατο τὰς χεῖρας ⸀ἀπέναντι τοῦ ὄχλου λέγων· Ἀθῷός εἰμι ἀπὸ τοῦ ⸀αἵματος τούτου· ὑμεῖς ὄψεσθε.	ὁράω δέ ὁ Πιλᾶτος ὅτι οὐδείς ὠφελέω ἀλλά μᾶλλον θόρυβος γίνομαι λαμβάνω ὕδωρ ἀπονίπτω ὁ χείρ ἀπέναντι ὁ ὄχλος λέγω ἀθῷος εἰμί ἀπό ὁ αἷμα οὗτος σύ ὁράω
Matthew	27	25	καὶ ἀποκριθεὶς πᾶς ὁ λαὸς εἶπεν· Τὸ αἷμα αὐτοῦ ἐφ’ ἡμᾶς καὶ ἐπὶ τὰ τέκνα ἡμῶν.	καί ἀποκρίνομαι πᾶς ὁ λαός λέγω ὁ αἷμα αὐτός ἐπί ἐγώ καί ἐπί ὁ τέκνον ἐγώ
Matthew	27	26	τότε ἀπέλυσεν αὐτοῖς τὸν Βαραββᾶν, τὸν δὲ Ἰησοῦν φραγελλώσας παρέδωκεν ἵνα σταυρωθῇ.	τότε ἀπολύω αὐτός ὁ Βαραββᾶς ὁ δέ Ἰησοῦς φραγελλόω παραδίδωμι ἵνα σταυρόω
Matthew	27	27	Τότε οἱ στρατιῶται τοῦ ἡγεμόνος παραλαβόντες τὸν Ἰησοῦν εἰς τὸ πραιτώριον συνήγαγον ἐπ’ αὐτὸν ὅλην τὴν σπεῖραν.	τότε ὁ στρατιώτης ὁ ἡγεμών παραλαμβάνω ὁ Ἰησοῦς εἰς ὁ πραιτώριον συνάγω ἐπί αὐτός ὅλος ὁ σπεῖρα
Matthew	27	28	καὶ ἐκδύσαντες αὐτὸν ⸂χλαμύδα κοκκίνην περιέθηκαν αὐτῷ⸃,	καί ἐκδύω αὐτός χλαμύς κόκκινος περιτίθημι αὐτός
Matthew	27	29	καὶ πλέξαντες στέφανον ἐξ ἀκανθῶν ἐπέθηκαν ἐπὶ ⸂τῆς κεφαλῆς⸃ αὐτοῦ καὶ κάλαμον ⸂ἐν τῇ δεξιᾷ⸃ αὐτοῦ, καὶ γονυπετήσαντες ἔμπροσθεν αὐτοῦ ⸀ἐνέπαιξαν αὐτῷ λέγοντες· Χαῖρε, ⸀βασιλεῦ τῶν Ἰουδαίων,	καί πλέκω στέφανος ἐκ ἄκανθα ἐπιτίθημι ἐπί ὁ κεφαλή αὐτός καί κάλαμος ἐν ὁ δεξιός αὐτός καί γονυπετέω ἔμπροσθεν αὐτός ἐμπαίζω αὐτός λέγω χαίρω βασιλεύς ὁ Ἰουδαῖος
Matthew	27	30	καὶ ἐμπτύσαντες εἰς αὐτὸν ἔλαβον τὸν κάλαμον καὶ ἔτυπτον εἰς τὴν κεφαλὴν αὐτοῦ.	καί ἐμπτύω εἰς αὐτός λαμβάνω ὁ κάλαμος καί τύπτω εἰς ὁ κεφαλή αὐτός
Matthew	27	31	καὶ ὅτε ἐνέπαιξαν αὐτῷ, ἐξέδυσαν αὐτὸν τὴν χλαμύδα καὶ ἐνέδυσαν αὐτὸν τὰ ἱμάτια αὐτοῦ καὶ ἀπήγαγον αὐτὸν εἰς τὸ σταυρῶσαι.	καί ὅτε ἐμπαίζω αὐτός ἐκδύω αὐτός ὁ χλαμύς καί ἐνδύω αὐτός ὁ ἱμάτιον αὐτός καί ἀπάγω αὐτός εἰς ὁ σταυρόω
Matthew	27	32	Ἐξερχόμενοι δὲ εὗρον ἄνθρωπον Κυρηναῖον ὀνόματι Σίμωνα· τοῦτον ἠγγάρευσαν ἵνα ἄρῃ τὸν σταυρὸν αὐτοῦ.	ἐξέρχομαι δέ εὑρίσκω ἄνθρωπος Κυρηναῖος ὄνομα Σίμων οὗτος ἀγγαρεύω ἵνα αἴρω ὁ σταυρός αὐτός
Matthew	27	33	Καὶ ἐλθόντες εἰς τόπον λεγόμενον Γολγοθᾶ, ὅ ἐστιν ⸂Κρανίου Τόπος λεγόμενος⸃,	καί ἔρχομαι εἰς τόπος λέγω Γολγοθᾶ ὅς εἰμί κρανίον τόπος λέγω
Matthew	27	34	ἔδωκαν αὐτῷ πιεῖν ⸀οἶνον μετὰ χολῆς μεμιγμένον· καὶ γευσάμενος οὐκ ⸀ἠθέλησεν πιεῖν.	δίδωμι αὐτός πίνω οἶνος μετά χολή μίγνυμι καί γεύομαι οὐ θέλω πίνω
Matthew	27	35	σταυρώσαντες δὲ αὐτὸν διεμερίσαντο τὰ ἱμάτια αὐτοῦ βάλλοντες κλῆρον,	σταυρόω δέ αὐτός διαμερίζω ὁ ἱμάτιον αὐτός βάλλω κλῆρος
Matthew	27	36	καὶ καθήμενοι ἐτήρουν αὐτὸν ἐκεῖ.	καί κάθημαι τηρέω αὐτός ἐκεῖ
Matthew	27	37	καὶ ἐπέθηκαν ἐπάνω τῆς κεφαλῆς αὐτοῦ τὴν αἰτίαν αὐτοῦ γεγραμμένην· Οὗτός ἐστιν Ἰησοῦς ὁ βασιλεὺς τῶν Ἰουδαίων.	καί ἐπιτίθημι ἐπάνω ὁ κεφαλή αὐτός ὁ αἰτία αὐτός γράφω οὗτος εἰμί Ἰησοῦς ὁ βασιλεύς ὁ Ἰουδαῖος
Matthew	27	38	Τότε σταυροῦνται σὺν αὐτῷ δύο λῃσταί, εἷς ἐκ δεξιῶν καὶ εἷς ἐξ εὐωνύμων.	τότε σταυρόω σύν αὐτός δύο λῃστής εἷς ἐκ δεξιός καί εἷς ἐκ εὐώνυμος
Matthew	27	39	οἱ δὲ παραπορευόμενοι ἐβλασφήμουν αὐτὸν κινοῦντες τὰς κεφαλὰς αὐτῶν	ὁ δέ παραπορεύομαι βλασφημέω αὐτός κινέω ὁ κεφαλή αὐτός
Matthew	27	40	καὶ λέγοντες· Ὁ καταλύων τὸν ναὸν καὶ ἐν τρισὶν ἡμέραις οἰκοδομῶν, σῶσον σεαυτόν· εἰ υἱὸς εἶ τοῦ θεοῦ, ⸀κατάβηθι ἀπὸ τοῦ σταυροῦ.	καί λέγω ὁ καταλύω ὁ ναός καί ἐν τρεῖς ἡμέρα οἰκοδομέω σῴζω σεαυτοῦ εἰ υἱός εἰμί ὁ θεός καταβαίνω ἀπό ὁ σταυρός
Matthew	27	41	ὁμοίως ⸀καὶ οἱ ἀρχιερεῖς ἐμπαίζοντες μετὰ τῶν γραμματέων καὶ ⸀πρεσβυτέρων ἔλεγον·	ὁμοίως καί ὁ ἀρχιερεύς ἐμπαίζω μετά ὁ γραμματεύς καί πρεσβύτερος λέγω
Matthew	27	42	Ἄλλους ἔσωσεν, ἑαυτὸν οὐ δύναται σῶσαι· ⸀βασιλεὺς Ἰσραήλ ἐστιν, καταβάτω νῦν ἀπὸ τοῦ σταυροῦ καὶ πιστεύσομεν ἐπ’ ⸀αὐτόν.	ἄλλος σῴζω ἑαυτοῦ οὐ δύναμαι σῴζω βασιλεύς Ἰσραήλ εἰμί καταβαίνω νῦν ἀπό ὁ σταυρός καί πιστεύω ἐπί αὐτός
Matthew	27	43	πέποιθεν ἐπὶ τὸν θεόν, ῥυσάσθω ⸀νῦν εἰ θέλει αὐτόν· εἶπεν γὰρ ὅτι Θεοῦ εἰμι υἱός.	πείθω ἐπί ὁ θεός ῥύομαι νῦν εἰ θέλω αὐτός λέγω γάρ ὅτι θεός εἰμί υἱός
Matthew	27	44	τὸ δ’ αὐτὸ καὶ οἱ λῃσταὶ οἱ συσταυρωθέντες ⸀σὺν αὐτῷ ὠνείδιζον αὐτόν.	ὁ δέ αὐτός καί ὁ λῃστής ὁ συσταυρόομαι σύν αὐτός ὀνειδίζω αὐτός
Matthew	27	45	Ἀπὸ δὲ ἕκτης ὥρας σκότος ἐγένετο ἐπὶ πᾶσαν τὴν γῆν ἕως ὥρας ἐνάτης.	ἀπό δέ ἕκτος ὥρα σκότος γίνομαι ἐπί πᾶς ὁ γῆ ἕως ὥρα ἔνατος
Matthew	27	46	περὶ δὲ τὴν ἐνάτην ὥραν ⸀ἀνεβόησεν ὁ Ἰησοῦς φωνῇ μεγάλῃ λέγων· ⸂Ἠλὶ ἠλὶ⸃ λεμὰ σαβαχθάνι; τοῦτ’ ἔστιν· Θεέ μου θεέ μου, ἱνατί με ἐγκατέλιπες;	περί δέ ὁ ἔνατος ὥρα ἀναβοάω ὁ Ἰησοῦς φωνή μέγας λέγω ἠλί ἠλί λεμά σαβαχθάνι οὗτος εἰμί θεός ἐγώ θεός ἐγώ ἱνατί ἐγώ ἐγκαταλείπω
Matthew	27	47	τινὲς δὲ τῶν ἐκεῖ ⸀ἑστηκότων ἀκούσαντες ἔλεγον ὅτι Ἠλίαν φωνεῖ οὗτος.	τις δέ ὁ ἐκεῖ ἵστημι ἀκούω λέγω ὅτι Ἠλίας φωνέω οὗτος
Matthew	27	48	καὶ εὐθέως δραμὼν εἷς ἐξ αὐτῶν καὶ λαβὼν σπόγγον πλήσας τε ὄξους καὶ περιθεὶς καλάμῳ ἐπότιζεν αὐτόν.	καί εὐθέως τρέχω εἷς ἐκ αὐτός καί λαμβάνω σπόγγος πίμπλημι τέ ὄξος καί περιτίθημι κάλαμος ποτίζω αὐτός
Matthew	27	49	οἱ δὲ λοιποὶ ⸀ἔλεγον· Ἄφες ἴδωμεν εἰ ἔρχεται Ἠλίας σώσων ⸀αὐτόν.	ὁ δέ λοιπός λέγω ἀφίημι ὁράω εἰ ἔρχομαι Ἠλίας σῴζω αὐτός
Matthew	27	50	ὁ δὲ Ἰησοῦς πάλιν κράξας φωνῇ μεγάλῃ ἀφῆκεν τὸ πνεῦμα.	ὁ δέ Ἰησοῦς πάλιν κράζω φωνή μέγας ἀφίημι ὁ πνεῦμα
